Node,Shape,Dtype,Memory (Bytes)
slice_288,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
neg_24,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
cat_27,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_172,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
add_176,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_173,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_289,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
slice_290,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
neg_25,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
cat_28,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
mul_174,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
add_177,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_291,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_292,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_69,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_293,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_294,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
expand_39,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
clone_32,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
_unsafe_view_30,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_295,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_296,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_70,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_297,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_298,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
expand_40,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
clone_33,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
_unsafe_view_31,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_302,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
slice_303,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
slice_304,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
getitem_356,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
transpose_226,"torch.Size([1, 35, 64, 128])",torch.bfloat16,573440
view_951,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_349,"torch.Size([8192, 8192])",torch.bfloat16,134217728
view_952,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_268,"torch.Size([35, 8192])",torch.bfloat16,573440
view_953,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
add_178,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
_to_copy_82,"torch.Size([1, 35, 8192])",torch.float32,1146880
pow_38,"torch.Size([1, 35, 8192])",torch.float32,1146880
mean_37,"torch.Size([1, 35, 1])",torch.float32,140
add_179,"torch.Size([1, 35, 1])",torch.float32,140
rsqrt_37,"torch.Size([1, 35, 1])",torch.float32,140
mul_175,"torch.Size([1, 35, 8192])",torch.float32,1146880
_to_copy_83,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
mul_176,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_350,"torch.Size([8192, 28672])",torch.bfloat16,469762048
view_954,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_269,"torch.Size([35, 28672])",torch.bfloat16,2007040
view_955,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
silu_15,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
t_351,"torch.Size([8192, 28672])",torch.bfloat16,469762048
view_956,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_270,"torch.Size([35, 28672])",torch.bfloat16,2007040
view_957,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
mul_177,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
t_352,"torch.Size([28672, 8192])",torch.bfloat16,469762048
view_958,"torch.Size([35, 28672])",torch.bfloat16,2007040
mm_271,"torch.Size([35, 8192])",torch.bfloat16,573440
view_959,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
add_180,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
_to_copy_84,"torch.Size([1, 35, 8192])",torch.float32,1146880
pow_39,"torch.Size([1, 35, 8192])",torch.float32,1146880
mean_38,"torch.Size([1, 35, 1])",torch.float32,140
add_181,"torch.Size([1, 35, 1])",torch.float32,140
rsqrt_38,"torch.Size([1, 35, 1])",torch.float32,140
mul_178,"torch.Size([1, 35, 8192])",torch.float32,1146880
_to_copy_85,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
mul_179,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_353,"torch.Size([8192, 8192])",torch.bfloat16,134217728
view_960,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_272,"torch.Size([35, 8192])",torch.bfloat16,573440
view_961,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_354,"torch.Size([8192, 1024])",torch.bfloat16,16777216
view_962,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_273,"torch.Size([35, 1024])",torch.bfloat16,71680
view_963,"torch.Size([1, 35, 1024])",torch.bfloat16,71680
t_355,"torch.Size([8192, 1024])",torch.bfloat16,16777216
view_964,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_274,"torch.Size([35, 1024])",torch.bfloat16,71680
view_965,"torch.Size([1, 35, 1024])",torch.bfloat16,71680
view_966,"torch.Size([1, 35, 64, 128])",torch.bfloat16,573440
transpose_227,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
view_967,"torch.Size([1, 35, 8, 128])",torch.bfloat16,71680
transpose_228,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
view_968,"torch.Size([1, 35, 8, 128])",torch.bfloat16,71680
transpose_229,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_71,"torch.Size([1, 1, 35, 128])",torch.bfloat16,8960
unsqueeze_72,"torch.Size([1, 1, 35, 128])",torch.bfloat16,8960
mul_180,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_305,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
slice_306,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
neg_26,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
cat_29,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_181,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
add_182,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_182,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_307,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
slice_308,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
neg_27,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
cat_30,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
mul_183,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
add_183,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_309,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_310,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_73,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_311,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_312,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
expand_41,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
clone_34,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
_unsafe_view_32,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_313,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_314,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_74,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_315,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_316,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
expand_42,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
clone_35,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
_unsafe_view_33,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_320,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
slice_321,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
slice_322,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
getitem_358,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
transpose_230,"torch.Size([1, 35, 64, 128])",torch.bfloat16,573440
view_969,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_356,"torch.Size([8192, 8192])",torch.bfloat16,134217728
view_970,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_275,"torch.Size([35, 8192])",torch.bfloat16,573440
view_971,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
add_184,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
_to_copy_86,"torch.Size([1, 35, 8192])",torch.float32,1146880
pow_40,"torch.Size([1, 35, 8192])",torch.float32,1146880
mean_39,"torch.Size([1, 35, 1])",torch.float32,140
add_185,"torch.Size([1, 35, 1])",torch.float32,140
rsqrt_39,"torch.Size([1, 35, 1])",torch.float32,140
mul_184,"torch.Size([1, 35, 8192])",torch.float32,1146880
_to_copy_87,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
mul_185,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_357,"torch.Size([8192, 28672])",torch.bfloat16,469762048
view_972,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_276,"torch.Size([35, 28672])",torch.bfloat16,2007040
view_973,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
silu_16,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
t_358,"torch.Size([8192, 28672])",torch.bfloat16,469762048
view_974,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_277,"torch.Size([35, 28672])",torch.bfloat16,2007040
view_975,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
mul_186,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
t_359,"torch.Size([28672, 8192])",torch.bfloat16,469762048
view_976,"torch.Size([35, 28672])",torch.bfloat16,2007040
mm_278,"torch.Size([35, 8192])",torch.bfloat16,573440
view_977,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
add_186,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
_to_copy_88,"torch.Size([1, 35, 8192])",torch.float32,1146880
pow_41,"torch.Size([1, 35, 8192])",torch.float32,1146880
mean_40,"torch.Size([1, 35, 1])",torch.float32,140
add_187,"torch.Size([1, 35, 1])",torch.float32,140
rsqrt_40,"torch.Size([1, 35, 1])",torch.float32,140
mul_187,"torch.Size([1, 35, 8192])",torch.float32,1146880
_to_copy_89,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
mul_188,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_360,"torch.Size([8192, 8192])",torch.bfloat16,134217728
view_978,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_279,"torch.Size([35, 8192])",torch.bfloat16,573440
view_979,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_361,"torch.Size([8192, 1024])",torch.bfloat16,16777216
view_980,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_280,"torch.Size([35, 1024])",torch.bfloat16,71680
view_981,"torch.Size([1, 35, 1024])",torch.bfloat16,71680
t_362,"torch.Size([8192, 1024])",torch.bfloat16,16777216
view_982,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_281,"torch.Size([35, 1024])",torch.bfloat16,71680
view_983,"torch.Size([1, 35, 1024])",torch.bfloat16,71680
view_984,"torch.Size([1, 35, 64, 128])",torch.bfloat16,573440
transpose_231,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
view_985,"torch.Size([1, 35, 8, 128])",torch.bfloat16,71680
transpose_232,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
view_986,"torch.Size([1, 35, 8, 128])",torch.bfloat16,71680
transpose_233,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_75,"torch.Size([1, 1, 35, 128])",torch.bfloat16,8960
unsqueeze_76,"torch.Size([1, 1, 35, 128])",torch.bfloat16,8960
mul_189,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_323,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
slice_324,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
neg_28,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
cat_31,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_190,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
add_188,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_191,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_325,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
slice_326,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
neg_29,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
cat_32,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
mul_192,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
add_189,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_327,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_328,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_77,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_329,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_330,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
expand_43,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
clone_36,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
_unsafe_view_34,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_331,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_332,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_78,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_333,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_334,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
expand_44,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
clone_37,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
_unsafe_view_35,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_338,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
slice_339,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
slice_340,"torch.Size([1, 1, 35, 35])",torch.bfloat16,2450
getitem_360,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
transpose_234,"torch.Size([1, 35, 64, 128])",torch.bfloat16,573440
view_987,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_363,"torch.Size([8192, 8192])",torch.bfloat16,134217728
view_988,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_282,"torch.Size([35, 8192])",torch.bfloat16,573440
view_989,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
add_190,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
_to_copy_90,"torch.Size([1, 35, 8192])",torch.float32,1146880
pow_42,"torch.Size([1, 35, 8192])",torch.float32,1146880
mean_41,"torch.Size([1, 35, 1])",torch.float32,140
add_191,"torch.Size([1, 35, 1])",torch.float32,140
rsqrt_41,"torch.Size([1, 35, 1])",torch.float32,140
mul_193,"torch.Size([1, 35, 8192])",torch.float32,1146880
_to_copy_91,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
mul_194,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_364,"torch.Size([8192, 28672])",torch.bfloat16,469762048
view_990,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_283,"torch.Size([35, 28672])",torch.bfloat16,2007040
view_991,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
silu_17,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
t_365,"torch.Size([8192, 28672])",torch.bfloat16,469762048
view_992,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_284,"torch.Size([35, 28672])",torch.bfloat16,2007040
view_993,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
mul_195,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
t_366,"torch.Size([28672, 8192])",torch.bfloat16,469762048
view_994,"torch.Size([35, 28672])",torch.bfloat16,2007040
mm_285,"torch.Size([35, 8192])",torch.bfloat16,573440
view_995,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
add_192,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
_to_copy_92,"torch.Size([1, 35, 8192])",torch.float32,1146880
pow_43,"torch.Size([1, 35, 8192])",torch.float32,1146880
mean_42,"torch.Size([1, 35, 1])",torch.float32,140
add_193,"torch.Size([1, 35, 1])",torch.float32,140
rsqrt_42,"torch.Size([1, 35, 1])",torch.float32,140
mul_196,"torch.Size([1, 35, 8192])",torch.float32,1146880
_to_copy_93,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
mul_197,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_367,"torch.Size([8192, 8192])",torch.bfloat16,134217728
view_996,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_286,"torch.Size([35, 8192])",torch.bfloat16,573440
view_997,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
view_998,"torch.Size([1, 35, 64, 128])",torch.bfloat16,573440
transpose_235,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
_to_copy_94,"torch.Size([1, 64, 35, 128])",torch.float32,1146880
pow_44,"torch.Size([1, 64, 35, 128])",torch.float32,1146880
mean_43,"torch.Size([1, 64, 35, 1])",torch.float32,8960
add_194,"torch.Size([1, 64, 35, 1])",torch.float32,8960
rsqrt_43,"torch.Size([1, 64, 35, 1])",torch.float32,8960
mul_198,"torch.Size([1, 64, 35, 128])",torch.float32,1146880
_to_copy_95,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_199,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
t_368,"torch.Size([8192, 1024])",torch.bfloat16,16777216
view_999,"torch.Size([6404, 8192])",torch.bfloat16,104923136
mm_287,"torch.Size([6404, 1024])",torch.bfloat16,13115392
view_1000,"torch.Size([4, 1601, 1024])",torch.bfloat16,13115392
t_369,"torch.Size([8192, 1024])",torch.bfloat16,16777216
view_1001,"torch.Size([6404, 8192])",torch.bfloat16,104923136
mm_288,"torch.Size([6404, 1024])",torch.bfloat16,13115392
view_1002,"torch.Size([4, 1601, 1024])",torch.bfloat16,13115392
view_1003,"torch.Size([1, 6404, 8, 128])",torch.bfloat16,13115392
transpose_236,"torch.Size([1, 8, 6404, 128])",torch.bfloat16,13115392
view_1004,"torch.Size([1, 6404, 8, 128])",torch.bfloat16,13115392
transpose_237,"torch.Size([1, 8, 6404, 128])",torch.bfloat16,13115392
slice_341,"torch.Size([1, 8, 6404, 128])",torch.bfloat16,13115392
slice_342,"torch.Size([1, 8, 6404, 128])",torch.bfloat16,13115392
unsqueeze_79,"torch.Size([1, 8, 1, 6404, 128])",torch.bfloat16,13115392
slice_343,"torch.Size([1, 8, 1, 6404, 128])",torch.bfloat16,13115392
slice_344,"torch.Size([1, 8, 1, 6404, 128])",torch.bfloat16,13115392
expand_45,"torch.Size([1, 8, 8, 6404, 128])",torch.bfloat16,104923136
clone_38,"torch.Size([1, 8, 8, 6404, 128])",torch.bfloat16,104923136
_unsafe_view_36,"torch.Size([1, 64, 6404, 128])",torch.bfloat16,104923136
slice_345,"torch.Size([1, 8, 6404, 128])",torch.bfloat16,13115392
slice_346,"torch.Size([1, 8, 6404, 128])",torch.bfloat16,13115392
unsqueeze_80,"torch.Size([1, 8, 1, 6404, 128])",torch.bfloat16,13115392
slice_347,"torch.Size([1, 8, 1, 6404, 128])",torch.bfloat16,13115392
slice_348,"torch.Size([1, 8, 1, 6404, 128])",torch.bfloat16,13115392
expand_46,"torch.Size([1, 8, 8, 6404, 128])",torch.bfloat16,104923136
clone_39,"torch.Size([1, 8, 8, 6404, 128])",torch.bfloat16,104923136
_unsafe_view_37,"torch.Size([1, 64, 6404, 128])",torch.bfloat16,104923136
_to_copy_96,"torch.Size([1, 64, 6404, 128])",torch.float32,209846272
pow_45,"torch.Size([1, 64, 6404, 128])",torch.float32,209846272
mean_44,"torch.Size([1, 64, 6404, 1])",torch.float32,1639424
add_195,"torch.Size([1, 64, 6404, 1])",torch.float32,1639424
rsqrt_44,"torch.Size([1, 64, 6404, 1])",torch.float32,1639424
mul_200,"torch.Size([1, 64, 6404, 128])",torch.float32,209846272
_to_copy_97,"torch.Size([1, 64, 6404, 128])",torch.bfloat16,104923136
mul_201,"torch.Size([1, 64, 6404, 128])",torch.bfloat16,104923136
getitem_362,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
transpose_238,"torch.Size([1, 35, 64, 128])",torch.bfloat16,573440
view_1005,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_370,"torch.Size([8192, 8192])",torch.bfloat16,134217728
view_1006,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_289,"torch.Size([35, 8192])",torch.bfloat16,573440
view_1007,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
tanh_26,torch.Size([1]),torch.bfloat16,2
mul_202,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
add_196,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
_to_copy_98,"torch.Size([1, 35, 8192])",torch.float32,1146880
pow_46,"torch.Size([1, 35, 8192])",torch.float32,1146880
mean_45,"torch.Size([1, 35, 1])",torch.float32,140
add_197,"torch.Size([1, 35, 1])",torch.float32,140
rsqrt_45,"torch.Size([1, 35, 1])",torch.float32,140
mul_203,"torch.Size([1, 35, 8192])",torch.float32,1146880
_to_copy_99,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
mul_204,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_371,"torch.Size([8192, 28672])",torch.bfloat16,469762048
view_1008,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_290,"torch.Size([35, 28672])",torch.bfloat16,2007040
view_1009,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
silu_18,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
t_372,"torch.Size([8192, 28672])",torch.bfloat16,469762048
view_1010,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_291,"torch.Size([35, 28672])",torch.bfloat16,2007040
view_1011,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
mul_205,"torch.Size([1, 35, 28672])",torch.bfloat16,2007040
t_373,"torch.Size([28672, 8192])",torch.bfloat16,469762048
view_1012,"torch.Size([35, 28672])",torch.bfloat16,2007040
mm_292,"torch.Size([35, 8192])",torch.bfloat16,573440
view_1013,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
slice_349,"torch.Size([1, 1, 35, 1])",torch.bfloat16,70
select_3,"torch.Size([1, 35, 1])",torch.bfloat16,70
mul_206,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
tanh_27,torch.Size([1]),torch.bfloat16,2
mul_207,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
add_198,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
_to_copy_100,"torch.Size([1, 35, 8192])",torch.float32,1146880
pow_47,"torch.Size([1, 35, 8192])",torch.float32,1146880
mean_46,"torch.Size([1, 35, 1])",torch.float32,140
add_199,"torch.Size([1, 35, 1])",torch.float32,140
rsqrt_46,"torch.Size([1, 35, 1])",torch.float32,140
mul_208,"torch.Size([1, 35, 8192])",torch.float32,1146880
_to_copy_101,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
mul_209,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_374,"torch.Size([8192, 8192])",torch.bfloat16,134217728
view_1014,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_293,"torch.Size([35, 8192])",torch.bfloat16,573440
view_1015,"torch.Size([1, 35, 8192])",torch.bfloat16,573440
t_375,"torch.Size([8192, 1024])",torch.bfloat16,16777216
view_1016,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_294,"torch.Size([35, 1024])",torch.bfloat16,71680
view_1017,"torch.Size([1, 35, 1024])",torch.bfloat16,71680
t_376,"torch.Size([8192, 1024])",torch.bfloat16,16777216
view_1018,"torch.Size([35, 8192])",torch.bfloat16,573440
mm_295,"torch.Size([35, 1024])",torch.bfloat16,71680
view_1019,"torch.Size([1, 35, 1024])",torch.bfloat16,71680
view_1020,"torch.Size([1, 35, 64, 128])",torch.bfloat16,573440
transpose_239,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
view_1021,"torch.Size([1, 35, 8, 128])",torch.bfloat16,71680
transpose_240,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
view_1022,"torch.Size([1, 35, 8, 128])",torch.bfloat16,71680
transpose_241,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_81,"torch.Size([1, 1, 35, 128])",torch.bfloat16,8960
unsqueeze_82,"torch.Size([1, 1, 35, 128])",torch.bfloat16,8960
mul_210,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_350,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
slice_351,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
neg_30,"torch.Size([1, 64, 35, 64])",torch.bfloat16,286720
cat_33,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_211,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
add_200,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
mul_212,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_352,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
slice_353,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
neg_31,"torch.Size([1, 8, 35, 64])",torch.bfloat16,35840
cat_34,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
mul_213,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
add_201,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_354,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_355,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_83,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_356,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_357,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
expand_47,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
clone_40,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
_unsafe_view_38,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
slice_358,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
slice_359,"torch.Size([1, 8, 35, 128])",torch.bfloat16,71680
unsqueeze_84,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_360,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
slice_361,"torch.Size([1, 8, 1, 35, 128])",torch.bfloat16,71680
expand_48,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
clone_41,"torch.Size([1, 8, 8, 35, 128])",torch.bfloat16,573440
_unsafe_view_39,"torch.Size([1, 64, 35, 128])",torch.bfloat16,573440
