Node,Shape,Dtype,Memory (Bytes)
slice_136,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
neg_13,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
cat_40,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
mul_62,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
add_41,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
cat_41,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
cat_42,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_137,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_138,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_38,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_139,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_140,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_20,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_14,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_12,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_141,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_142,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_39,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_143,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_144,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_21,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_15,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_13,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_148,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_149,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_150,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
getitem_96,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
transpose_28,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
view_124,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_45,"torch.Size([3584, 3584])",torch.bfloat16,25690112
view_125,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_24,"torch.Size([1, 3584])",torch.bfloat16,7168
view_126,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_42,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_29,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_14,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_13,"torch.Size([1, 1, 1])",torch.float32,4
add_43,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_13,"torch.Size([1, 1, 1])",torch.float32,4
mul_63,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_30,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_64,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_46,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_127,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_25,"torch.Size([1, 18944])",torch.bfloat16,37888
view_128,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
silu_6,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_47,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_129,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_26,"torch.Size([1, 18944])",torch.bfloat16,37888
view_130,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
mul_65,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_48,"torch.Size([18944, 3584])",torch.bfloat16,135790592
view_131,"torch.Size([1, 18944])",torch.bfloat16,37888
mm_27,"torch.Size([1, 3584])",torch.bfloat16,7168
view_132,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_44,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_31,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_15,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_14,"torch.Size([1, 1, 1])",torch.float32,4
add_45,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_14,"torch.Size([1, 1, 1])",torch.float32,4
mul_66,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_32,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_67,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_133,"torch.Size([1, 3584])",torch.bfloat16,7168
t_49,"torch.Size([3584, 3584])",torch.bfloat16,25690112
addmm_21,"torch.Size([1, 3584])",torch.bfloat16,7168
view_134,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_135,"torch.Size([1, 3584])",torch.bfloat16,7168
t_50,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_22,"torch.Size([1, 512])",torch.bfloat16,1024
view_136,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_137,"torch.Size([1, 3584])",torch.bfloat16,7168
t_51,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_23,"torch.Size([1, 512])",torch.bfloat16,1024
view_138,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_139,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
transpose_29,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
view_140,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_30,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
view_141,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_31,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
getitem_98,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_99,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_100,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_101,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_102,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_103,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_85,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_86,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_87,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_88,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_89,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_90,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_43,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_40,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
getitem_104,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_105,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_106,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_107,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_108,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_109,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_91,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_92,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_93,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_94,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_95,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_96,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_44,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_41,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
mul_68,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
slice_151,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
slice_152,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
neg_14,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
cat_45,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_69,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
add_46,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_70,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
slice_153,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
slice_154,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
neg_15,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
cat_46,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
mul_71,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
add_47,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
cat_47,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
cat_48,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_155,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_156,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_42,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_157,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_158,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_22,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_16,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_14,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_159,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_160,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_43,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_161,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_162,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_23,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_17,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_15,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_166,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_167,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_168,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
getitem_110,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
transpose_32,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
view_142,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_52,"torch.Size([3584, 3584])",torch.bfloat16,25690112
view_143,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_28,"torch.Size([1, 3584])",torch.bfloat16,7168
view_144,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_48,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_33,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_16,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_15,"torch.Size([1, 1, 1])",torch.float32,4
add_49,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_15,"torch.Size([1, 1, 1])",torch.float32,4
mul_72,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_34,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_73,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_53,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_145,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_29,"torch.Size([1, 18944])",torch.bfloat16,37888
view_146,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
silu_7,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_54,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_147,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_30,"torch.Size([1, 18944])",torch.bfloat16,37888
view_148,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
mul_74,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_55,"torch.Size([18944, 3584])",torch.bfloat16,135790592
view_149,"torch.Size([1, 18944])",torch.bfloat16,37888
mm_31,"torch.Size([1, 3584])",torch.bfloat16,7168
view_150,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_50,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_35,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_17,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_16,"torch.Size([1, 1, 1])",torch.float32,4
add_51,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_16,"torch.Size([1, 1, 1])",torch.float32,4
mul_75,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_36,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_76,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_151,"torch.Size([1, 3584])",torch.bfloat16,7168
t_56,"torch.Size([3584, 3584])",torch.bfloat16,25690112
addmm_24,"torch.Size([1, 3584])",torch.bfloat16,7168
view_152,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_153,"torch.Size([1, 3584])",torch.bfloat16,7168
t_57,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_25,"torch.Size([1, 512])",torch.bfloat16,1024
view_154,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_155,"torch.Size([1, 3584])",torch.bfloat16,7168
t_58,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_26,"torch.Size([1, 512])",torch.bfloat16,1024
view_156,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_157,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
transpose_33,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
view_158,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_34,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
view_159,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_35,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
getitem_112,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_113,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_114,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_115,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_116,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_117,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_97,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_98,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_99,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_100,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_101,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_102,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_49,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_44,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
getitem_118,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_119,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_120,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_121,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_122,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_123,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_103,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_104,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_105,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_106,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_107,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_108,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_50,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_45,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
mul_77,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
slice_169,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
slice_170,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
neg_16,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
cat_51,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_78,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
add_52,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_79,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
slice_171,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
slice_172,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
neg_17,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
cat_52,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
mul_80,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
add_53,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
cat_53,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
cat_54,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_173,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_174,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_46,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_175,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_176,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_24,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_18,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_16,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_177,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_178,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_47,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_179,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_180,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_25,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_19,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_17,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_184,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_185,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_186,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
getitem_124,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
transpose_36,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
view_160,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_59,"torch.Size([3584, 3584])",torch.bfloat16,25690112
view_161,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_32,"torch.Size([1, 3584])",torch.bfloat16,7168
view_162,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_54,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_37,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_18,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_17,"torch.Size([1, 1, 1])",torch.float32,4
add_55,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_17,"torch.Size([1, 1, 1])",torch.float32,4
mul_81,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_38,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_82,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_60,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_163,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_33,"torch.Size([1, 18944])",torch.bfloat16,37888
view_164,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
silu_8,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_61,"torch.Size([3584, 18944])",torch.bfloat16,135790592
view_165,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_34,"torch.Size([1, 18944])",torch.bfloat16,37888
view_166,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
mul_83,"torch.Size([1, 1, 18944])",torch.bfloat16,37888
t_62,"torch.Size([18944, 3584])",torch.bfloat16,135790592
view_167,"torch.Size([1, 18944])",torch.bfloat16,37888
mm_35,"torch.Size([1, 3584])",torch.bfloat16,7168
view_168,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_56,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_39,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_19,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_18,"torch.Size([1, 1, 1])",torch.float32,4
add_57,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_18,"torch.Size([1, 1, 1])",torch.float32,4
mul_84,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_40,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_85,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_169,"torch.Size([1, 3584])",torch.bfloat16,7168
t_63,"torch.Size([3584, 3584])",torch.bfloat16,25690112
addmm_27,"torch.Size([1, 3584])",torch.bfloat16,7168
view_170,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
view_171,"torch.Size([1, 3584])",torch.bfloat16,7168
t_64,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_28,"torch.Size([1, 512])",torch.bfloat16,1024
view_172,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_173,"torch.Size([1, 3584])",torch.bfloat16,7168
t_65,"torch.Size([3584, 512])",torch.bfloat16,3670016
addmm_29,"torch.Size([1, 512])",torch.bfloat16,1024
view_174,"torch.Size([1, 1, 512])",torch.bfloat16,1024
view_175,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
transpose_37,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
view_176,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_38,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
view_177,"torch.Size([1, 1, 4, 128])",torch.bfloat16,1024
transpose_39,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
getitem_126,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_127,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_128,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_129,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_130,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_131,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_109,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_110,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_111,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_112,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_113,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_114,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_55,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_48,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
getitem_132,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_133,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_134,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_135,"torch.Size([3, 1, 1, 16])",torch.bfloat16,96
getitem_136,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
getitem_137,"torch.Size([3, 1, 1, 24])",torch.bfloat16,144
select_115,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_116,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_117,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_118,"torch.Size([1, 1, 16])",torch.bfloat16,32
select_119,"torch.Size([1, 1, 24])",torch.bfloat16,48
select_120,"torch.Size([1, 1, 24])",torch.bfloat16,48
cat_56,"torch.Size([1, 1, 128])",torch.bfloat16,256
unsqueeze_49,"torch.Size([1, 1, 1, 128])",torch.bfloat16,256
mul_86,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
slice_187,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
slice_188,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
neg_18,"torch.Size([1, 28, 1, 64])",torch.bfloat16,3584
cat_57,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_87,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
add_58,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
mul_88,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
slice_189,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
slice_190,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
neg_19,"torch.Size([1, 4, 1, 64])",torch.bfloat16,512
cat_58,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
mul_89,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
add_59,"torch.Size([1, 4, 1, 128])",torch.bfloat16,1024
cat_59,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
cat_60,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_191,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_192,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_50,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_193,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_194,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_26,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_20,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_18,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_195,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
slice_196,"torch.Size([1, 4, 3610, 128])",torch.bfloat16,3696640
unsqueeze_51,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_197,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
slice_198,"torch.Size([1, 4, 1, 3610, 128])",torch.bfloat16,3696640
expand_27,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
clone_21,"torch.Size([1, 4, 7, 3610, 128])",torch.bfloat16,25876480
_unsafe_view_19,"torch.Size([1, 28, 3610, 128])",torch.bfloat16,25876480
slice_202,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_203,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
slice_204,"torch.Size([1, 1, 1, 3610])",torch.bfloat16,7220
getitem_138,"torch.Size([1, 28, 1, 128])",torch.bfloat16,7168
transpose_40,"torch.Size([1, 1, 28, 128])",torch.bfloat16,7168
view_178,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
t_66,"torch.Size([3584, 3584])",torch.bfloat16,25690112
view_179,"torch.Size([1, 3584])",torch.bfloat16,7168
mm_36,"torch.Size([1, 3584])",torch.bfloat16,7168
view_180,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
add_60,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
_to_copy_41,"torch.Size([1, 1, 3584])",torch.float32,14336
pow_20,"torch.Size([1, 1, 3584])",torch.float32,14336
mean_19,"torch.Size([1, 1, 1])",torch.float32,4
add_61,"torch.Size([1, 1, 1])",torch.float32,4
rsqrt_19,"torch.Size([1, 1, 1])",torch.float32,4
mul_90,"torch.Size([1, 1, 3584])",torch.float32,14336
_to_copy_42,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
mul_91,"torch.Size([1, 1, 3584])",torch.bfloat16,7168
