Node,Shape,Dtype,Memory (Bytes)
getitem_316,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_129,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_521,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_189,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_522,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_127,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_523,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_65,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_320,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_524,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_190,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_62,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_525,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_31,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_526,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_191,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_63,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_527,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_66,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_323,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_528,"torch.Size([1, 4, 1608, 1280])",torch.bfloat16,16465920
embedding_2,"torch.Size([1, 1, 5120])",torch.bfloat16,10240
view_529,"torch.Size([1, 4, 1, 1280])",torch.bfloat16,10240
tanh_3,torch.Size([1]),torch.bfloat16,2
mul_4,"torch.Size([1, 4, 1, 1280])",torch.bfloat16,10240
add_67,"torch.Size([1, 4, 1608, 1280])",torch.bfloat16,16465920
view_530,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_326,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_192,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_531,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_128,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_532,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_193,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_533,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_129,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_534,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_194,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_535,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_130,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_536,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_537,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_538,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_539,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_130,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_131,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_132,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
expand_35,"torch.Size([1, 16, 6432, 6432])",torch.bfloat16,1323859968
getitem_329,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_133,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_540,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_195,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_541,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_131,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_542,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_4,torch.Size([1]),torch.bfloat16,2
mul_5,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_68,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_333,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_543,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_196,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_64,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_544,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_32,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_545,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_197,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_65,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_546,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_5,torch.Size([1]),torch.bfloat16,2
mul_6,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_69,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_336,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_198,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_547,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_132,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_548,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_199,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_549,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_133,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_550,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_200,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_551,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_134,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_552,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_553,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_554,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_555,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_134,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_135,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_136,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
expand_36,"torch.Size([1, 16, 6432, 6432])",torch.bfloat16,1323859968
getitem_339,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_137,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_556,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_201,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_557,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_135,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_558,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_6,torch.Size([1]),torch.bfloat16,2
mul_7,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_70,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_343,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_559,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_202,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_66,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_560,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_33,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_561,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_203,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_67,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_562,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_7,torch.Size([1]),torch.bfloat16,2
mul_8,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_71,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_346,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_204,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_563,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_136,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_564,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_205,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_565,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_137,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_566,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_206,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_567,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_138,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_568,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_569,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_570,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_571,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_138,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_139,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_140,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
expand_37,"torch.Size([1, 16, 6432, 6432])",torch.bfloat16,1323859968
getitem_349,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_141,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_572,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_207,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_573,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_139,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_574,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_8,torch.Size([1]),torch.bfloat16,2
mul_9,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_72,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_353,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_575,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_208,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_68,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_576,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_34,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_577,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_209,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_69,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_578,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_9,torch.Size([1]),torch.bfloat16,2
mul_10,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_73,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_356,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_210,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_579,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_140,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_580,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_211,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_581,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_141,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_582,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_212,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_583,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_142,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_584,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_585,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_586,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_587,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_142,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_143,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_144,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
expand_38,"torch.Size([1, 16, 6432, 6432])",torch.bfloat16,1323859968
getitem_359,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_145,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_588,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_213,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_589,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_143,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_590,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_10,torch.Size([1]),torch.bfloat16,2
mul_11,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_74,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_363,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_591,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_214,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_70,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_592,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_35,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_593,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_215,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_71,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_594,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_11,torch.Size([1]),torch.bfloat16,2
mul_12,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_75,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_366,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_216,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_595,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_144,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_596,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_217,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_597,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_145,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_598,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_218,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_599,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_146,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_600,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_601,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_602,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_603,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_146,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_147,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_148,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
expand_39,"torch.Size([1, 16, 6432, 6432])",torch.bfloat16,1323859968
getitem_369,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_149,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_604,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_219,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_605,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_147,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_606,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_12,torch.Size([1]),torch.bfloat16,2
mul_13,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_76,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_373,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_607,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_220,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_72,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_608,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_36,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_609,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_221,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_73,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_610,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_13,torch.Size([1]),torch.bfloat16,2
mul_14,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_77,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_376,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_222,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_611,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_148,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_612,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_223,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_613,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_149,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_614,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_224,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_615,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_150,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_616,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_617,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_618,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_619,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_150,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_151,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_152,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
expand_40,"torch.Size([1, 16, 6432, 6432])",torch.bfloat16,1323859968
getitem_379,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_153,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_620,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_225,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_621,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_151,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_622,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_14,torch.Size([1]),torch.bfloat16,2
mul_15,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_78,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_383,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_623,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_226,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_74,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_624,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_37,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_625,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_227,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_75,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_626,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_15,torch.Size([1]),torch.bfloat16,2
mul_16,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_79,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_386,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_228,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_627,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_152,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_628,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_229,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_629,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_153,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_630,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_230,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_631,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_154,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_632,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_633,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_634,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_635,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_154,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_155,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_156,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
expand_41,"torch.Size([1, 16, 6432, 6432])",torch.bfloat16,1323859968
getitem_389,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_157,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_636,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_231,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_637,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_155,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_638,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_16,torch.Size([1]),torch.bfloat16,2
mul_17,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_80,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_393,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_639,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_232,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_76,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_640,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_38,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_641,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_233,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_77,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_642,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_17,torch.Size([1]),torch.bfloat16,2
mul_18,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_81,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_396,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_234,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_643,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_156,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_644,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_235,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_645,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_157,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_646,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_236,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_647,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_158,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_648,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_649,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_650,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_651,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
transpose_158,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_159,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_160,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
expand_42,"torch.Size([1, 16, 6432, 6432])",torch.bfloat16,1323859968
getitem_399,"torch.Size([1, 16, 6432, 80])",torch.bfloat16,16465920
transpose_161,"torch.Size([1, 6432, 16, 80])",torch.bfloat16,16465920
view_652,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
t_237,"torch.Size([1280, 1280])",torch.bfloat16,3276800
view_653,"torch.Size([6432, 1280])",torch.bfloat16,16465920
mm_159,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_654,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_18,torch.Size([1]),torch.bfloat16,2
mul_19,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_82,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
getitem_403,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_655,"torch.Size([6432, 1280])",torch.bfloat16,16465920
t_238,"torch.Size([1280, 5120])",torch.bfloat16,13107200
addmm_78,"torch.Size([6432, 5120])",torch.bfloat16,65863680
view_656,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
gelu_39,"torch.Size([1, 6432, 5120])",torch.bfloat16,65863680
view_657,"torch.Size([6432, 5120])",torch.bfloat16,65863680
t_239,"torch.Size([5120, 1280])",torch.bfloat16,13107200
addmm_79,"torch.Size([6432, 1280])",torch.bfloat16,16465920
view_658,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
tanh_19,torch.Size([1]),torch.bfloat16,2
mul_20,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
add_83,"torch.Size([1, 6432, 1280])",torch.bfloat16,16465920
view_659,"torch.Size([1, 4, 1608, 1280])",torch.bfloat16,16465920
slice_9,"torch.Size([1, 4, 1608, 1280])",torch.bfloat16,16465920
slice_10,"torch.Size([1, 4, 1608, 1280])",torch.bfloat16,16465920
slice_11,"torch.Size([1, 4, 1601, 1280])",torch.bfloat16,16394240
view_660,"torch.Size([1, 1, 4, 1601, 1280])",torch.bfloat16,16394240
stack,"torch.Size([1, 6432, 1280, 5])",torch.bfloat16,82329600
view_661,"torch.Size([1, 4, 1608, 6400])",torch.bfloat16,82329600
slice_12,"torch.Size([1, 4, 1608, 6400])",torch.bfloat16,82329600
slice_13,"torch.Size([1, 4, 1608, 6400])",torch.bfloat16,82329600
slice_14,"torch.Size([1, 4, 1601, 6400])",torch.bfloat16,81971200
view_662,"torch.Size([1, 1, 4, 1601, 6400])",torch.bfloat16,81971200
cat_1,"torch.Size([1, 1, 4, 1601, 7680])",torch.bfloat16,98365440
view_663,"torch.Size([6404, 7680])",torch.bfloat16,98365440
t_240,"torch.Size([7680, 4096])",torch.bfloat16,62914560
addmm_80,"torch.Size([6404, 4096])",torch.bfloat16,52461568
view_664,"torch.Size([1, 1, 4, 1601, 4096])",torch.bfloat16,52461568
view_665,"torch.Size([4, 1601, 4096])",torch.bfloat16,52461568
unsqueeze_1,"torch.Size([1, 35, 1, 4, 1])",torch.int64,1120
expand_43,"torch.Size([1, 35, 1, 4, 1601])",torch.int64,1793120
clone,"torch.Size([1, 35, 1, 4, 1601])",torch.int64,1793120
view_666,"torch.Size([1, 35, 1, 6404])",torch.int64,1793120
view_667,"torch.Size([1, 35, 6404])",torch.int64,1793120
unsqueeze_2,"torch.Size([1, 1, 35, 6404])",torch.int64,1793120
rsub_2,"torch.Size([1, 1, 35, 6404])",torch.float32,896560
_to_copy_2,"torch.Size([1, 1, 35, 6404])",torch.bfloat16,448280
_to_copy_3,"torch.Size([1, 1, 35, 6404])",torch.bool,224140
masked_fill,"torch.Size([1, 1, 35, 6404])",torch.bfloat16,448280
ne,"torch.Size([1, 1, 35, 6404])",torch.bool,224140
any_1,"torch.Size([1, 1, 35])",torch.bool,35
_to_copy_4,"torch.Size([1, 1, 35])",torch.bfloat16,70
unsqueeze_3,"torch.Size([1, 1, 35, 1])",torch.bfloat16,70
mul_21,"torch.Size([1, 1, 35, 6404])",torch.bfloat16,448280
